ID	DOCULECT	CONCEPT	VALUE	TOKENS	COGIDS	NOBORID
3273	Jinan	bone	ku²¹⁴⁻²¹ tʰou⁰	k u ²¹⁴ + tʰ ou ⁰	94 319	54
3274	Rongcheng	bone	ku²¹⁴⁻³⁵ tʰə⁰	k u ²¹⁴ + tʰ ə ⁰	94 319	54
3275	Taiyuan	bone	kuəʔ² təu⁰	k w ə ʔ ² + t əu ⁰	94 319	54
3276	Xi_an	bone	ku²¹ tʰou⁰	k u ²¹ + tʰ ou ⁰	94 79	56
3277	Xi_an	bone	ku²¹ tou⁰	k u ²¹ + t ou ⁰	94 633	55
3278	Chengdu	bone	ku²¹⁻⁵⁵ tʰəu²¹⁻⁵⁵	k u ²¹ + tʰ əu ²¹	94 319	54
3279	Nanjing	bone	kuʔ⁵ tʰəɯ¹³	k u ʔ ⁵ + tʰ əɯ ¹³	94 319	54
3280	Jixi	bone	kuɤʔ³²*	k w ɤ ʔ ³²	94	53
3281	Suzhou	bone	kuəʔ⁴ dʏ¹³⁻²³	k w ə ʔ ⁴ + d ʏ ¹³	94 319	54
3282	Wenzhou	bone	ky⁴² dɤu³⁴¹⁻²¹	k y ⁴² + d ɤu ³⁴¹	94 319	54
3283	Wenzhou	bone	ky⁴¹	k y ⁴¹	94	53
3284	Changsha	bone	ku²⁴ təu⁰	k u ²⁴ + t əu ⁰	94 319	54
3285	Loudi	bone	ku¹³ diɤ¹³⁻³³	k u ¹³ + d j ɤ ¹³	94 319	54
3286	Nanchang	bone	kuʔ⁵ tʰəu⁰	k u ʔ ⁵ + tʰ əu ⁰	94 319	54
3287	Meixian	bone	kut¹ tʰeu¹¹	k u t ¹ + tʰ eu ¹¹	94 319	54
3288	Guilin	bone	ku⁵⁵ tai²²	k u ⁵⁵ + t ai ²²	94 319	54
3289	Guangzhou	bone	kuɐt⁵	k w ɐ t ⁵	94	53
3290	Fuzhou	bone	kɔuʔ²¹*	k ɔu ʔ ²¹	94	53
3291	Fuzhou	bone	kɔuʔ²⁴*⁻²¹* kɔuʔ²⁴*	k ɔu ʔ ²⁴ + k ɔu ʔ ²⁴	94 800	57
3292	Xiamen	bone	kut³²*⁻⁵ tʰau²⁴	k u t ³² + tʰ au ²⁴	94 319	54
480	Beijing	breasts	ʐu²¹⁴⁻²¹ fɑŋ³⁵	ʐ u ²¹⁴ + f ɑ ŋ ³⁵	126 127	58
481	Ha_erbin	breasts	nai²¹³⁻²¹ tsɿ⁰	n ai ²¹³ + ts ɿ ⁰	128 19	62
482	Ha_erbin	breasts	tsar⁴⁴	ts a r ⁴⁴	129	66
483	Jinan	breasts	ma²¹³⁻²¹ ma⁰	m a ²¹³ + m a ⁰	50 808	67
484	Jinan	breasts	nɛ⁴⁵⁻²¹⁴ tsɿ⁰	n ɛ ⁴⁵ + ts ɿ ⁰	128 19	62
485	Rongcheng	breasts	nai²¹⁴ tsɿ⁰	n ai ²¹⁴ + ts ɿ ⁰	128 19	62
486	Taiyuan	breasts	nai⁵³	n ai ⁵³	128	59
487	Xi_an	breasts	vu⁵³ fɑŋ²¹	v u ⁵³ + f ɑ ŋ ²¹	126 127	58
488	Chengdu	breasts	lai⁴⁵ lai⁵⁵	l ai ⁴⁵ + l ai ⁵⁵	128 66	65
489	Nanjing	breasts	lu¹¹⁻²¹ fɑ̃¹³	l u ¹¹ + f ɑ̃ ¹³	126 127	58
490	Jixi	breasts	lɔ³⁵ tsɿ⁰	l ɔ ³⁵ + ts ɿ ⁰	128 19	62
491	Suzhou	breasts	nɑ¹³⁻²² nɑ¹³⁻³¹	n ɑ ¹³ + n ɑ ¹³	128 339	64
492	Wenzhou	breasts	na²⁴	n a ²⁴	128	59
493	Changsha	breasts	y⁴¹ fan¹³	y ⁴¹ + f a n ¹³	126 127	58
494	Changsha	breasts	lai⁴¹ tsɿ⁰	l ai ⁴¹ + ts ɿ ⁰	128 19	62
495	Loudi	breasts	la³⁵ bu¹³⁻³³	l a ³⁵ + b u ¹³	128 28	63
496	Nanchang	breasts	lai²¹³	l ai ²¹³	128	59
497	Meixian	breasts	nen⁵³ ku³³	n e n ⁵³ + k u ³³	128 130	61
498	Guilin	breasts	lai²³ fɑŋ²²	l ai ²³ + f ɑ ŋ ²²	128 127	60
499	Guangzhou	breasts	y²³ fɔŋ²¹	y ²³ + f ɔ ŋ ²¹	126 127	58
500	Fuzhou	breasts	nɛiŋ⁵³	n ɛi ŋ ⁵³	841	69
501	Xiamen	breasts	niæ⁵³⁻²² iã⁵³	n ĩ ⁵³ + j ã ⁵³	840 797	68
3521	Beijing	breathe	xu⁵⁵ ɕi⁵⁵	x u ⁵⁵ + ɕ i ⁵⁵	203 198	72
3522	Ha_erbin	breathe	xu⁴⁴ ɕi⁴⁴	x u ⁴⁴ + ɕ i ⁴⁴	203 198	72
3523	Jinan	breathe	xu²¹⁴⁻²³ ɕi²¹⁴	x u ²¹⁴ + ɕ i ²¹⁴	203 198	72
3524	Rongcheng	breathe	tʂʰɐn²¹⁴⁻²¹ cʰiər³³⁴	ʈʂʰ ɐ n ²¹⁴ + cʰ j ə ³³⁴	658 332	74
3525	Taiyuan	breathe	tsʰuəʔ² tɕʰi⁴⁵	tsʰ w ə ʔ ² + tɕʰ i ⁴⁵	659 332	75
3526	Xi_an	breathe	xu²¹ ɕi²¹	x u ²¹ + ɕ i ²¹	203 198	72
3527	Chengdu	breathe	fu⁴⁵ ɕi²¹	f u ⁴⁵ + ɕ i ²¹	203 198	72
3528	Nanjing	breathe	tʂʰuɑ̃¹¹⁻²¹ tɕʰi⁴⁴	ʈʂʰ w ɑ̃ ¹¹ + tɕʰ i ⁴⁴	658 332	74
3529	Nanjing	breathe	xu³¹ ɕiʔ⁵	x u ³¹ + ɕ i ʔ ⁵	203 198	72
3530	Jixi	breathe	tʰi²¹³⁻³¹ tsʰɿ³⁵	tʰ i ²¹³ + tsʰ ɿ ³⁵	660 332	76
3531	Suzhou	breathe	tʰʏ⁵²⁻⁴¹ tɕʰi⁴¹²	tʰ ʏ ⁵² + tɕʰ i ⁴¹²	660 332	76
3532	Wenzhou	breathe	tʰau²⁴²⁻² tsʰɿ⁵¹	tʰ au ²⁴² + tsʰ ɿ ⁵¹	660 332	76
3533	Wenzhou	breathe	fu⁴⁴ ɕiai⁴¹	f u ⁴⁴ + ɕ j ai ⁴¹	203 198	72
3534	Changsha	breathe	fu³³ tɕi²⁴	f u ³³ + tɕ i ²⁴	203 198	72
3535	Changsha	breathe	tɕʰy²⁴⁻⁴⁴ tɕʰi⁵⁵	tɕʰ y ²⁴ + tɕʰ i ⁵⁵	659 332	75
3536	Loudi	breathe	tɕʰy¹³ tɕʰi³⁵	tɕʰ y ¹³ + tɕʰ i ³⁵	659 332	75
3537	Nanchang	breathe	fu⁴² ɕit⁵	f u ⁴² + ɕ i t ⁵	203 198	72
3538	Nanchang	breathe	ɕit⁵ tɕʰi²⁴	ɕ i t ⁵ + tɕʰ i ²⁴	198 332	71
3539	Meixian	breathe	tʰeu⁵³⁻⁵⁵ çi⁵³	tʰ eu ⁵³ + ç i ⁵³	163 332	70
3540	Guilin	breathe	tsʰuã²³⁻²¹ tɕʰi²⁵	tsʰ w ã ²³ + tɕʰ i ²⁵	658 332	74
3541	Guangzhou	breathe	fu⁵⁵ kʰɐp⁵	f u ⁵⁵ + kʰ ɐ p ⁵	203 198	72
3542	Fuzhou	breathe	hu⁵⁵⁻⁵³ hɛiʔ²⁴*	h u ⁵⁵ + h ɛi ʔ ²⁴	203 198	72
3543	Xiamen	breathe	hɔ⁵⁵⁻²² kʰi⁵³	h ɔ ⁵⁵ + kʰ i ⁵³	203 332	73
605	Beijing	burn	ʂɑu⁵⁵	ʂ ɑu ⁵⁵	140	77
606	Ha_erbin	burn	ʂau⁴⁴	ʂ au ⁴⁴	140	77
607	Jinan	burn	ʂɔ²¹⁴	ʂ ɔ ²¹⁴	140	77
608	Rongcheng	burn	ʂau⁵²	ʂ au ⁵²	140	77
609	Taiyuan	burn	sau²¹	s au ²¹	140	77
610	Xi_an	burn	ʂɑu²¹	ʂ ɑu ²¹	140	77
611	Chengdu	burn	sau⁴⁵	s au ⁴⁵	140	77
612	Nanjing	burn	sɔ³¹	s ɔ ³¹	140	77
613	Jixi	burn	ɕio⁵⁵	ɕ j e ⁵⁵	140	77
614	Suzhou	burn	sæ⁴⁴	s æ ⁴⁴	140	77
615	Wenzhou	burn	ɕiɛ⁴⁴	ɕ j ɛ ⁴⁴	140	77
616	Changsha	burn	sau³³	s au ³³	140	77
617	Loudi	burn	ɕiɤ⁴⁴	ɕ j ɤ ⁴⁴	140	77
618	Nanchang	burn	sɛu⁴²	s ɛu ⁴²	140	77
619	Meixian	burn	sau³³	s au ³³	140	77
620	Guilin	burn	sɑu⁴²	s ɑu ⁴²	140	77
621	Guangzhou	burn	siu⁵³	s j u ⁵³	140	77
622	Fuzhou	burn	sieu⁵⁵	s j eu ⁵⁵	140	77
623	Xiamen	burn	sio⁵⁵	s j o ⁵⁵	140	77
2464	Beijing	claw	tʂuᴀ²¹³	ʈʂ w a̠ ²¹³	526	100
2465	Ha_erbin	claw	tʂua²¹³⁻²¹ tsɿ⁰	ʈʂ w a ²¹³ + ts ɿ ⁰	526 19	101
2466	Jinan	claw	tʂua⁴⁵⁻²¹⁴ tsɿ⁰	ʈʂ w a ⁴⁵ + ts ɿ ⁰	526 19	101
2467	Rongcheng	claw	tʂua²¹⁴ tsɿ⁰	ʈʂ w a ²¹⁴ + ts ɿ ⁰	526 19	101
2468	Taiyuan	claw	tsua⁵³	ts w a ⁵³	526	100
2469	Xi_an	claw	pfɑ⁵³ tsɿ⁰	pf ɑ ⁵³ + ts ɿ ⁰	526 19	101
2470	Chengdu	claw	tsua⁵³⁻⁵⁵ tsua²¹	ts w a ⁵³ + ts w a ²¹	526 526	102
2471	Nanjing	claw	tsuɑ¹¹⁻²¹ tsɿ⁰	ts w ɑ ¹¹ + ts ɿ ⁰	526 19	101
2472	Jixi	claw	tsɤ²¹³ tsɿ⁰	ts ɤ ²¹³ + ts ɿ ⁰	526 19	101
2473	Suzhou	claw	tɕiɑʔ⁴ tsæ⁵²	tɕ j ɑ ʔ ⁴ + ts æ ⁵²	527 526	103
2474	Wenzhou	claw	tɕia⁴¹⁻² tsuɔ²⁴²⁻²⁴	tɕ j a ⁴¹ + ts w ɔ ²⁴²	527 526	103
2475	Changsha	claw	tsau⁴¹	ts au ⁴¹	526	100
2476	Changsha	claw	tsau⁴¹ tsɿ⁰	ts au ⁴¹ + ts ɿ ⁰	526 19	101
2477	Loudi	claw	tsɤ⁴² tsɿ⁰	ts ɤ ⁴² + ts ɿ ⁰	526 19	101
2478	Nanchang	claw	tsua²¹³ tsɿ⁰	ts w a ²¹³ + ts ɿ ⁰	526 19	101
2479	Meixian	claw	tsau³¹	ts au ³¹	526	100
2480	Guilin	claw	tsɑu²³ tse²³⁻³³	ts ɑu ²³ + ts e ²³	526 19	101
2481	Guangzhou	claw	tsau³⁵	ts au ³⁵	526	100
2482	Fuzhou	claw	kʰa⁵⁵⁻⁵³ tsau³²	kʰ a ⁵⁵ + ts au ³²	527 526	103
2483	Fuzhou	claw	tsau³²	ts au ³²	526	100
2484	Xiamen	claw	gɔ²²⁻²¹ niãu⁵³⁻⁵⁵ liŋ²⁴	g ɔ ²² + n j ãu ⁵³ + l i ŋ ²⁴	324 526 528	99
2113	Beijing	cloud	yn³⁵	y n ³⁵	414	104
2114	Ha_erbin	cloud	yn²⁴ tsʰai⁰	y n ²⁴ + tsʰ ai ⁰	414 415	105
2115	Jinan	cloud	yẽ⁵³	ɥ ẽ ⁵³	414	104
2116	Rongcheng	cloud	yn⁵²	y n ⁵²	414	104
2117	Taiyuan	cloud	yŋ²¹	y ŋ ²¹	414	104
2118	Xi_an	cloud	yẽ²⁴	ɥ ẽ ²⁴	414	104
2119	Chengdu	cloud	yn²¹	y n ²¹	414	104
2120	Nanjing	cloud	in¹³	i n ¹³	414	104
2121	Jixi	cloud	yɑ̃⁴⁴	ɥ ɑ̃ ⁴⁴	414	104
2122	Suzhou	cloud	ɦyən¹³	ɦ ɥ ə n ¹³	414	104
2123	Wenzhou	cloud	jyoŋ³⁴¹	ɥ o ŋ ³⁴¹	414	104
2124	Changsha	cloud	yn¹³	y n ¹³	414	104
2125	Loudi	cloud	un¹³	u n ¹³	414	104
2126	Nanchang	cloud	yn²⁴	y n ²⁴	414	104
2127	Meixian	cloud	iun¹¹	j u n ¹¹	414	104
2128	Guilin	cloud	yŋ²²	y ŋ ²²	414	104
2129	Guangzhou	cloud	uɐn²¹	w ɐ n ²¹	414	104
2130	Fuzhou	cloud	huŋ⁵³	h u ŋ ⁵³	414	104
2131	Xiamen	cloud	hun²⁴	h u n ²⁴	414	104
3954	Beijing	cold	ləŋ²¹⁴	l ə ŋ ²¹⁴	391	106
3955	Ha_erbin	cold	ləŋ²¹³	l ə ŋ ²¹³	391	106
3956	Jinan	cold	ləŋ⁴⁵	l ə ŋ ⁴⁵	391	106
3957	Rongcheng	cold	ləŋ²¹⁴	l ə ŋ ²¹⁴	391	106
3958	Taiyuan	cold	ləŋ⁵³	l ə ŋ ⁵³	391	106
3959	Xi_an	cold	ləŋ⁵³	l ə ŋ ⁵³	391	106
3960	Chengdu	cold	nən⁵³	n ə n ⁵³	391	106
3961	Nanjing	cold	lən¹¹	l ə n ¹¹	391	106
3962	Jixi	cold	nẽ²¹³	n ẽ ²¹³	391	106
3963	Suzhou	cold	la²³¹	l ã ²³¹	391	106
3964	Wenzhou	cold	liɛ²⁴²	l j ɛ ²⁴²	391	106
3965	Changsha	cold	lən⁴¹	l ə n ⁴¹	391	106
3966	Loudi	cold	niɔ̃⁴²	n j ɔ̃ ⁴²	391	106
3967	Nanchang	cold	laŋ²¹³	l a ŋ ²¹³	391	106
3968	Meixian	cold	laŋ³³	l a ŋ ³³	391	106
3969	Guilin	cold	lei²³	l ei ²³	391	106
3970	Guangzhou	cold	laŋ²³	l a ŋ ²³	391	106
3971	Fuzhou	cold	kaŋ⁵³	k a ŋ ⁵³	704	108
3972	Fuzhou	cold	tɔyŋ²¹²	t ɔy ŋ ²¹²	679	107
3973	Fuzhou	cold	tsʰiŋ²¹²	tsʰ i ŋ ²¹²	705	109
3974	Xiamen	cold	liŋ⁵³	l i ŋ ⁵³	391	106
3975	Xiamen	cold	tsʰin²¹	tsʰ i n ²¹	705	109
3976	Xiamen	cold	kuã²⁴	k w ã ²⁴	704	108
3915	Beijing	come	lɛ³⁵	l ɛ ³⁵	703	111
3916	Ha_erbin	come	lai²⁴	l ai ²⁴	703	111
3917	Jinan	come	lɛ⁵³	l ɛ ⁵³	703	111
3918	Rongcheng	come	lai³⁵	l ai ³⁵	703	111
3919	Taiyuan	come	lai²¹	l ai ²¹	703	111
3920	Xi_an	come	lɛ²⁴	l ɛ ²⁴	703	111
3921	Chengdu	come	lai²¹	l ai ²¹	703	111
3922	Nanjing	come	nɛ¹³	n ɛ ¹³	703	111
3923	Jixi	come	na⁴⁴	n a ⁴⁴	703	111
3924	Suzhou	come	lᴇ¹³	l e̞ ¹³	703	111
3925	Wenzhou	come	tsau²⁴²⁻²⁴ lo⁰	ts au ²⁴² + l e ⁰	531 703	110
3926	Changsha	come	lai¹³	l ai ¹³	703	111
3927	Loudi	come	le¹³	l e ¹³	703	111
3928	Nanchang	come	lai⁴⁵	l ai ⁴⁵	703	111
3929	Meixian	come	loi¹¹	l oi ¹¹	703	111
3930	Guilin	come	lai²²	l ai ²²	703	111
3931	Guangzhou	come	lɔi²¹	l ɔi ²¹	703	111
3932	Fuzhou	come	li³²	l i ³²	703	111
3933	Xiamen	come	lai²⁴	l ai ²⁴	703	111
2951	Beijing	correct	tuei⁵¹	t w ei ⁵¹	593	113
2952	Ha_erbin	correct	tuei⁵³	t w ei ⁵³	593	113
2953	Jinan	correct	tuei³¹	t w ei ³¹	593	113
2954	Rongcheng	correct	tei³³⁴	t ei ³³⁴	593	113
2955	Taiyuan	correct	tuei⁴⁵	t w ei ⁴⁵	593	113
2956	Xi_an	correct	tuei⁴⁴	t w ei ⁴⁴	593	113
2957	Chengdu	correct	tuei²¹³	t w ei ²¹³	593	113
2958	Nanjing	correct	tuei⁴⁴	t w ei ⁴⁴	593	113
2959	Jixi	correct	ta³⁵	t a ³⁵	593	113
2960	Suzhou	correct	tᴇ⁴¹²	t e̞ ⁴¹²	593	113
2961	Wenzhou	correct	tai⁵¹	t ai ⁵¹	593	113
2962	Changsha	correct	tei⁵⁵	t ei ⁵⁵	593	113
2963	Loudi	correct	tue³⁵	t w e ³⁵	593	113
2964	Nanchang	correct	tui⁴⁵	t w i ⁴⁵	593	113
2965	Meixian	correct	tui⁵³	t w i ⁵³	593	113
2966	Guilin	correct	tei²⁵	t ei ²⁵	593	113
2967	Guangzhou	correct	tøy³³	t øy ³³	593	113
2968	Fuzhou	correct	mo⁵³⁻²¹ laŋ²⁴²	m o ⁵³ + l a ŋ ²⁴²	103 594	112
2969	Xiamen	correct	tui²¹	t w i ²¹	593	113
848	Beijing	count [noun]	ʂu⁵¹	ʂ u ⁵¹	35	114
849	Ha_erbin	count [noun]	ʂur⁵³	ʂ u ⁵³	35	114
850	Jinan	count [noun]	ʂu²¹	ʂ u ²¹	35	114
851	Rongcheng	count [noun]	ʃu³³⁴	ʃ u ³³⁴	35	114
852	Taiyuan	count [noun]	su⁴⁵	s u ⁴⁵	35	114
853	Xi_an	count [noun]	sou⁴⁴	s ou ⁴⁴	35	114
854	Chengdu	count [noun]	su²¹³	s u ²¹³	35	114
855	Nanjing	count [noun]	su⁴⁴	s u ⁴⁴	35	114
856	Jixi	count [noun]	su³⁵	s u ³⁵	35	114
857	Suzhou	count [noun]	səu⁴¹²	s əu ⁴¹²	35	114
858	Wenzhou	count [noun]	sɤu⁵¹	s ɤu ⁵¹	35	114
859	Changsha	count [noun]	səu⁵⁵	s əu ⁵⁵	35	114
860	Loudi	count [noun]	sɤu³⁵	s ɤu ³⁵	35	114
861	Nanchang	count [noun]	su⁴⁵	s u ⁴⁵	35	114
862	Meixian	count [noun]	sɿ⁵³	s ɿ ⁵³	35	114
863	Guilin	count [noun]	su²⁵	s u ²⁵	35	114
864	Guangzhou	count [noun]	sou³³	s ou ³³	35	114
865	Fuzhou	count [noun]	sou²¹²	s ou ²¹²	35	114
866	Xiamen	count [noun]	sɔ²¹	s ɔ ²¹	35	114
867	Beijing	count [verb]	ʂu²¹³	ʂ u ²¹³	185	115
868	Ha_erbin	count [verb]	ʂu²¹³	ʂ u ²¹³	185	115
869	Jinan	count [verb]	ʂu⁴⁵	ʂ u ⁴⁵	185	115
870	Rongcheng	count [verb]	ʃu³³⁴	ʃ u ³³⁴	185	115
871	Taiyuan	count [verb]	su⁵³	s u ⁵³	185	115
872	Xi_an	count [verb]	sou⁵³	s ou ⁵³	185	115
873	Chengdu	count [verb]	su⁵³	s u ⁵³	185	115
874	Nanjing	count [verb]	su¹¹	s u ¹¹	185	115
875	Jixi	count [verb]	su²¹³	s u ²¹³	185	115
876	Suzhou	count [verb]	səu⁵²	s əu ⁵²	185	115
877	Wenzhou	count [verb]	ti²⁴	t i ²⁴	186	116
878	Changsha	count [verb]	səu⁴¹	s əu ⁴¹	185	115
879	Loudi	count [verb]	sɤu⁴²	s ɤu ⁴²	185	115
880	Nanchang	count [verb]	su²¹³	s u ²¹³	185	115
881	Meixian	count [verb]	sɿ⁵³	s ɿ ⁵³	185	115
882	Guilin	count [verb]	su²⁵	s u ²⁵	185	115
883	Guangzhou	count [verb]	sou³⁵	s ou ³⁵	185	115
884	Fuzhou	count [verb]	sou²¹²	s ou ²¹²	185	115
885	Xiamen	count [verb]	sɔ²¹	s ɔ ²¹	185	115
3802	Beijing	cut	kʰan²¹⁴	kʰ a n ²¹⁴	683	119
3803	Ha_erbin	cut	kʰan²¹³	kʰ a n ²¹³	683	119
3804	Jinan	cut	kʰæ̃⁴⁵	kʰ æ̃ ⁴⁵	683	119
3805	Rongcheng	cut	kʰɐn²¹⁴	kʰ ɐ n ²¹⁴	683	119
3806	Taiyuan	cut	kʰæ̃⁵³	kʰ æ̃ ⁵³	683	119
3807	Xi_an	cut	kʰæ̃⁵³	kʰ æ̃ ⁵³	683	119
3808	Chengdu	cut	kʰan⁵³	kʰ a n ⁵³	683	119
3809	Chengdu	cut	tsai⁵³	ts ai ⁵³	136	118
3810	Nanjing	cut	kʰɑ̃¹¹	kʰ ɑ̃ ¹¹	683	119
3811	Jixi	cut	tsoʔ³²*	ts o ʔ ³²	684	120
3812	Suzhou	cut	tsᴇ⁴⁴	ts e̞ ⁴⁴	685	121
3813	Wenzhou	cut	tɤu⁵¹	t ɤu ⁵¹	686	122
3814	Changsha	cut	kʰan⁴¹	kʰ a n ⁴¹	683	119
3815	Loudi	cut	tɕio³⁵	tɕ j o ³⁵	684	120
3816	Nanchang	cut	kʰan²¹³	kʰ a n ²¹³	683	119
3817	Meixian	cut	sat¹	s a t ¹	135	117
3818	Guilin	cut	kʰã²³	kʰ ã ²³	683	119
3819	Guangzhou	cut	hɐm³⁵	h ɐ m ³⁵	683	119
3820	Fuzhou	cut	tsʰɔy²¹²	tsʰ ɔy ²¹²	688	123
3821	Fuzhou	cut	kʰaŋ³²	kʰ a ŋ ³²	683	119
3822	Xiamen	cut	kʰam⁵³	kʰ a m ⁵³	683	119
1166	Beijing	day	tʰiɛn⁵⁵	tʰ j ɛ n ⁵⁵	247	125
1167	Ha_erbin	day	tʰian⁴⁴	tʰ j a n ⁴⁴	247	125
1168	Jinan	day	tʰiæ̃²¹⁴	tʰ j æ̃ ²¹⁴	247	125
1169	Rongcheng	day	tʰiɐn⁵²	tʰ j ɐ n ⁵²	247	125
1170	Taiyuan	day	tʰie²¹	tʰ j e ²¹	247	125
1171	Xi_an	day	tʰiæ̃²¹	tʰ j æ̃ ²¹	247	125
1172	Chengdu	day	tʰiɛn⁴⁵	tʰ j ɛ n ⁴⁵	247	125
1173	Nanjing	day	tʰien³¹	tʰ j e n ³¹	247	125
1174	Jixi	day	tʰẽ⁵⁵	tʰ ẽ ⁵⁵	247	125
1175	Suzhou	day	tʰiɪ⁴⁴	tʰ j ɪ ⁴⁴	247	125
1176	Wenzhou	day	ne²¹	n e ²¹	241	124
1177	Changsha	day	tʰiẽ³³	tʰ j ẽ ³³	247	125
1178	Loudi	day	tʰiæ⁴⁴	tʰ ĩ ⁴⁴	247	125
1179	Nanchang	day	tʰiɛn⁴²	tʰ j ɛ n ⁴²	247	125
1180	Meixian	day	tʰien³³	tʰ j e n ³³	247	125
1181	Guilin	day	tʰiã⁴²	tʰ j ã ⁴²	247	125
1182	Guangzhou	day	tʰin⁵³	tʰ i n ⁵³	247	125
1183	Fuzhou	day	tʰieŋ⁵⁵	tʰ j e ŋ ⁵⁵	247	125
1184	Xiamen	day	tʰiæ⁵⁵	tʰ ĩ ⁵⁵	247	125
1038	Beijing	die	sɿ²¹³	s ɿ ²¹³	222	126
1039	Ha_erbin	die	sɿ²¹³	s ɿ ²¹³	222	126
1040	Jinan	die	sɿ⁴⁵	s ɿ ⁴⁵	222	126
1041	Rongcheng	die	sɿ²¹⁴	s ɿ ²¹⁴	222	126
1042	Taiyuan	die	sɿ⁵³	s ɿ ⁵³	222	126
1043	Xi_an	die	sɿ⁵³	s ɿ ⁵³	222	126
1044	Chengdu	die	sɿ⁵³	s ɿ ⁵³	222	126
1045	Nanjing	die	sɿ¹¹	s ɿ ¹¹	222	126
1046	Jixi	die	sɿ²¹³	s ɿ ²¹³	222	126
1047	Suzhou	die	si⁵²	s i ⁵²	222	126
1048	Wenzhou	die	sɿ²⁴²	s ɿ ²⁴²	222	126
1049	Changsha	die	sɿ⁴¹	s ɿ ⁴¹	222	126
1050	Changsha	die	kua³³	k w a ³³	834	128
1051	Changsha	die	tan¹³ sɿ⁵⁵ lan¹³	t a n ¹³ + s ɿ ⁵⁵ + l a n ¹³	224 378 207	127
1052	Loudi	die	sɿ⁴²	s ɿ ⁴²	222	126
1053	Nanchang	die	sɿ²¹³	s ɿ ²¹³	222	126
1054	Meixian	die	sɿ³¹	s ɿ ³¹	222	126
1055	Guilin	die	sɿ²³	s ɿ ²³	222	126
1056	Guangzhou	die	sei³⁵	s ei ³⁵	222	126
1057	Fuzhou	die	si³²	s i ³²	222	126
1058	Xiamen	die	si⁵³	s i ⁵³	222	126
1355	Beijing	dig	uᴀ⁵⁵	w a̠ ⁵⁵	280	129
1356	Ha_erbin	dig	ua⁴⁴	w a ⁴⁴	280	129
1357	Jinan	dig	va²¹⁴	v a ²¹⁴	280	129
1358	Rongcheng	dig	ua²¹³	w a ²¹³	280	129
1359	Taiyuan	dig	va²¹	v a ²¹	280	129
1360	Xi_an	dig	uɑ²¹	w ɑ ²¹	280	129
1361	Chengdu	dig	ua⁴⁵	w a ⁴⁵	280	129
1362	Chengdu	dig	pʰau²¹	pʰ au ²¹	281	130
1363	Chengdu	dig	tsua²¹	ts w a ²¹	282	131
1364	Nanjing	dig	uɑ³¹	w ɑ ³¹	280	129
1365	Jixi	dig	vaʔ³²*	v a ʔ ³²	280	129
1366	Suzhou	dig	uaʔ⁴	w a ʔ ⁴	280	129
1367	Wenzhou	dig	lau⁴⁴	l au ⁴⁴	283	132
1368	Changsha	dig	ua²⁴	w a ²⁴	280	129
1369	Loudi	dig	ua¹³	w a ¹³	280	129
1370	Nanchang	dig	ua⁴²	w a ⁴²	280	129
1371	Meixian	dig	vat¹	v a t ¹	280	129
1372	Guilin	dig	uᴀ⁵⁵	w a̠ ⁵⁵	280	129
1373	Guangzhou	dig	uat³	w a t ³	280	129
1374	Fuzhou	dig	uaʔ²⁴*	w a ʔ ²⁴	280	129
1375	Xiamen	dig	ɔ⁵³	ɔ ⁵³	284	133
3251	Beijing	dog	kou²¹⁴	k ou ²¹⁴	630	145
3252	Ha_erbin	dog	kou²¹³	k ou ²¹³	630	145
3253	Jinan	dog	kou⁴⁵	k ou ⁴⁵	630	145
3254	Rongcheng	dog	kou²¹³	k ou ²¹³	630	145
3255	Taiyuan	dog	kəu⁵³	k əu ⁵³	630	145
3256	Xi_an	dog	kou⁵³	k ou ⁵³	630	145
3257	Chengdu	dog	kəu⁵³	k əu ⁵³	630	145
3258	Nanjing	dog	kəɯ¹¹	k əɯ ¹¹	630	145
3259	Jixi	dog	ki²¹³	k i ²¹³	630	145
3260	Suzhou	dog	kʏ⁵²	k ʏ ⁵²	630	145
3261	Wenzhou	dog	kau²⁴²	k au ²⁴²	630	145
3262	Changsha	dog	kəu⁴¹	k əu ⁴¹	630	145
3263	Loudi	dog	tiɤ⁴²	t j ɤ ⁴²	630	145
3264	Nanchang	dog	kiɛu²¹³	k j ɛu ²¹³	630	145
3265	Meixian	dog	keu³¹	k eu ³¹	630	145
3266	Guilin	dog	kai²³	k ai ²³	630	145
3267	Guangzhou	dog	kɐu³⁵	k ɐu ³⁵	630	145
3268	Fuzhou	dog	kʰɛiŋ³²	kʰ ɛi ŋ ³²	631	146
3269	Fuzhou	dog	kʰɛiŋ³²⁻³⁵ ŋiaŋ³²	kʰ ɛi ŋ ³² + ŋ j a ŋ ³²	631 632	147
3270	Xiamen	dog	kau⁵³	k au ⁵³	630	145
3384	Beijing	drink	xɤ⁵⁵	x ɤ ⁵⁵	646	151
3385	Ha_erbin	drink	xɤ⁴⁴	x ɤ ⁴⁴	646	151
3386	Jinan	drink	xɤ²¹⁴	x ɤ ²¹⁴	646	151
3387	Rongcheng	drink	xa²¹⁴	x a ²¹⁴	646	151
3388	Taiyuan	drink	xəʔ²	x ə ʔ ²	646	151
3389	Xi_an	drink	xuo²¹	x w o ²¹	646	151
3390	Chengdu	drink	xo⁴⁵	x o ⁴⁵	646	151
